"parameters","objective","scenario","catch_rule","stat_yrs","fhist","stock","idxB_lag","idxB_range_3","exp_b","comp_b_multiplier","interval","multiplier","upper_constraint","lower_constraint","risk_Blim","risk_Bmsy","risk_halfBmsy","risk_collapse","SSB","Fbar","Catch","SSB_rel","Fbar_rel","Catch_rel","ICV","fitness","iter","risk_penalty"
"mult","MSY-PA","GA","hr","all","random","arg",1,1,1,1.4,1,0.54,Inf,0,0.05172,0.0942,0.02544,0,493.634380782293,0.0767130019479422,98.6383028016587,2.23948345449929,0.489425963259603,0.844925312678728,0.204116399653844,-1.67704098180465,1,0.0783664403302427
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","arg",1,1,1,1.4,1,1.07,1.2,0.7,0.04884,0.13376,0.00828,0,333.706175321193,0.120546402892136,128.106134293386,1.51393316063543,0.76908135328872,1.09734365352525,0.2,-0.830068747953186,1,0.018791933792504
"mult","MSY-PA","GA_cond_cap","hr","all","random","arg",1,1,1,1.4,1,0.58,1.2,0.7,0.051,0.09296,0.02468,0,490.988439770914,0.0783409411601256,100.271399577971,2.22747954766611,0.499812151999703,0.858914247658021,0.199999999999999,-1.62350001316106,1,0.0549347131529657
"all","MSY","GA","hr","all","one-way","arg",1,4,1,0.5,1,1.17,Inf,0.57,0.21044,0.48408,0.04396,0,223.769155699611,0.166749074997798,134.516675591735,1.01517913120717,1.06385260100793,1.15225567509398,0.0598685549364441,-0.437743361237587,37,NA
"all","MSY","GA","hr","all","random","arg",1,4,1,0.2,1,0.93,Inf,0.4,0.37668,0.5012,0.24208,0.01044,219.781986847475,0.170582970339137,122.568812103068,0.997090442448285,1.08831270389564,1.04991153486375,0.0599372905773691,-0.489438382992835,26,NA
"all","MSY-PA","GA","hr","all","one-way","arg",1,3,1,1,1,0.94,Inf,0.26,0.04844,0.13648,0.00832,0,335.207702177966,0.118620889353455,124.821647296511,1.52074517512053,0.756796651940732,1.06920908384998,0.0754227655111977,-0.680773047589097,28,0.0153960231073864
"all","MSY-PA","GA","hr","all","random","arg",1,4,1,1.3,1,0.55,Inf,0.25,0.05024,0.09228,0.02524,0,488.964784617338,0.0804112457631661,101.142263201964,2.2182987806643,0.513020614696436,0.866373973737071,0.0594375601595552,-1.44906103987866,26,0.0376986727918669
"all","MSY-PA","GA_cond_cap","hr","all","one-way","arg",0,4,1,1.4,1,0.96,1.2,0.7,0.04748,0.12868,0.00796,0,335.914457986238,0.119566270540388,127.745117388172,1.52395153189107,0.762828147076017,1.09425122073945,0.069353297278429,-0.697094049430619,21,0.0095379995216691
"all","MSY-PA","GA_cond_cap","hr","all","random","arg",1,4,1,1.6,1,0.56,1.2,0.7,0.04976,0.09256,0.02448,0,483.495740052723,0.0811681792986647,102.334887480926,2.19348722925866,0.517849821158547,0.876589867697008,0.0638550706505466,-1.4104550432039,15,0.0297026109917018
"none","MSY","GA","hr","all","one-way","tur",1,1,1,1.4,1,1,Inf,0,0.04348,0.1822,0.035,0,433.649551417671,0.159012692480519,78.0161478545516,1.47703547119925,0.701000520203449,1.03981598166816,0.225356280931005,-0.785687733798425,NA,NA
"none","MSY","GA","hr","all","random","tur",1,1,1,1.4,1,1,Inf,0,0.44112,0.62656,0.41588,0.23048,201.730888247725,0.182953551541475,61.7394892765413,0.687107081292557,0.806542753304771,0.822877178830516,0.245251295049647,-1.17638703492657,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","tur",1,1,1,1.4,1,1,1.2,0.7,0.04748,0.15416,0.03936,0,474.600214294999,0.14243252442635,76.2494873930176,1.61651579913041,0.627907572403342,1.01626955144055,0.2,-0.880265350570961,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","tur",1,1,1,1.4,1,1,1.2,0.7,0.393,0.5462,0.37484,0.24136,253.018548258726,0.145092601136613,60.389357254561,0.861795819752921,0.639634404573695,0.804882329143316,0.2,-0.926321851103762,NA,NA
"none","MSY-PA","GA","hr","all","one-way","tur",1,1,1,1.4,1,1,Inf,0,0.04348,0.1822,0.035,0,433.649551417671,0.159012692480519,78.0161478545516,1.47703547119925,0.701000520203449,1.03981598166816,0.225356280931005,-0.743500694318671,NA,0.00129296052024646
"none","MSY-PA","GA","hr","all","random","tur",1,1,1,1.4,1,1,Inf,0,0.44112,0.62656,0.41588,0.23048,201.730888247725,0.182953551541475,61.7394892765413,0.687107081292557,0.806542753304771,0.822877178830516,0.245251295049647,-5.73526703492657,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","tur",1,1,1,1.4,1,1,1.2,0.7,0.04748,0.15416,0.03936,0,474.600214294999,0.14243252442635,76.2494873930176,1.61651579913041,0.627907572403342,1.01626955144055,0.2,-0.842323350092631,NA,0.0095379995216691
"none","MSY-PA","GA_cond_cap","hr","all","random","tur",1,1,1,1.4,1,1,1.2,0.7,0.393,0.5462,0.37484,0.24136,253.018548258726,0.145092601136613,60.389357254561,0.861795819752921,0.639634404573695,0.804882329143316,0.2,-5.53332185110376,NA,5
"mult","MSY","GA","hr","all","one-way","tur",1,1,1,1.4,1,1.43,Inf,0,0.14476,0.5004,0.11452,0.00848,293.49833970726,0.229776431491935,80.709929053261,0.999672332344183,1.01295937760485,1.07571927628811,0.250800898452502,-0.47160784239643,1,NA
"mult","MSY","GA","hr","all","random","tur",1,1,1,1.4,1,0.81,Inf,0,0.28892,0.4982,0.26376,0.10932,294.959494952048,0.190536419443558,69.87754554709,1.00464911167769,0.839971495759689,0.931342941400691,0.23075256937197,-0.59297873964897,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","tur",1,1,1,1.4,1,1.62,1.2,0.7,0.20348,0.50064,0.174,0.04128,293.277090074263,0.211594299572874,76.6912897716553,0.998918743288553,0.932804241968552,1.0221579884716,0.2,-0.426719245183048,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","tur",1,1,1,1.4,1,0.91,1.2,0.7,0.32616,0.49428,0.30772,0.18408,297.884601400527,0.152654061722369,65.0869779925003,1.01461219354256,0.672968773808165,0.867493227700264,0.2,-0.673278965842293,1,NA
"mult","MSY-PA","GA","hr","all","one-way","tur",1,1,1,1.4,1,1.05,Inf,0,0.04844,0.21072,0.03804,0,414.439641984152,0.167505657924075,78.9346430603128,1.41160540782417,0.738441387980291,1.05205788312447,0.227418915724949,-0.706478229780981,1,0.0153960231073864
"mult","MSY-PA","GA","hr","all","random","tur",1,1,1,1.4,1,0.45,Inf,0,0.0478,0.15552,0.03976,0.00032,532.593666162621,0.122929365859473,67.6275191653158,1.81404485277692,0.54192874840056,0.901354106328935,0.212144660211352,-1.13602464926571,1,0.0111892426063816
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","tur",1,1,1,1.4,1,1.03,1.2,0.7,0.04944,0.16664,0.041,0,464.100235160502,0.14642086320536,76.9131496253397,1.58075226247321,0.645489989977812,1.02511498427177,0.2,-0.831200393412316,1,0.0253331466673312
"mult","MSY-PA","GA_cond_cap","hr","all","random","tur",1,1,1,1.4,1,0.45,1.2,0.7,0.04988,0.1316,0.04336,0.00504,576.620640942216,0.10786110205982,65.2819454766658,1.96400327710012,0.475500964571832,0.870091796221217,0.2,-1.32543921731558,1,0.0315277364366792
"all","MSY","GA","hr","all","one-way","tur",1,3,1,0.4,1,1.3,Inf,0.37,0.2042,0.46016,0.18164,0.07248,311.120060971388,0.202759061169759,76.2992364026654,1.05969293489205,0.893854478776132,1.01693261693054,0.112953030948926,-0.393778582771517,28,NA
"all","MSY","GA","hr","all","random","tur",0,2,1,1.2,1,0.81,Inf,0.15,0.26008,0.49616,0.22936,0.03816,295.803364310663,0.225333794927304,74.2519625445481,1.00752337955519,0.993374208054549,0.989646111058822,0.138377533941402,-0.416334802437772,33,NA
"all","MSY-PA","GA","hr","all","one-way","tur",0,2,1,0.8,1,1.02,Inf,0.1,0.046,0.194,0.036,0,423.191251885005,0.167373747413737,79.6180366336136,1.44141389767825,0.737859866248129,1.06116629950786,0.12864385125564,-0.635779304413759,30,0.00455525597200322
"all","MSY-PA","GA","hr","all","random","tur",0,2,1,1.2,1,0.45,Inf,0.23,0.04512,0.15272,0.03672,0,530.354552122596,0.127889129425588,69.0647961178335,1.80641830075959,0.563793649784821,0.920510442374871,0.121588400391257,-1.01043096125638,15,0.00293470248040401
"all","MSY-PA","GA_cond_cap","hr","all","one-way","tur",0,2,1,1.4,1,1.08,1.2,0.7,0.04844,0.20284,0.03816,0,422.255723026517,0.167433580426734,79.9914021407201,1.43822743223905,0.738123637476588,1.06614259521035,0.167365112361527,-0.68713116291831,13,0.0153960231073864
"all","MSY-PA","GA_cond_cap","hr","all","random","tur",0,3,1,1.1,1,0.41,1.2,0.7,0.0436,0.12364,0.0378,0.00088,577.640649339563,0.110234864496823,65.7121747222798,1.96747748473824,0.485965592754786,0.875825984048646,0.106061366335296,-1.19908575780539,48,0.00137289078050666
"none","MSY","GA","hr","all","one-way","gut",1,1,1,1.4,1,1,Inf,0,0.05784,0.213,0.02844,0,361.443178733258,0.199536930954899,106.076512879845,1.41156670037643,0.76332964908897,1.05326831155076,0.240532088525176,-0.76320710045236,NA,NA
"none","MSY","GA","hr","all","random","gut",1,1,1,1.4,1,1,Inf,0,0.50236,0.64496,0.4456,0.27536,161.141212962641,0.188922820848679,78.3871019287239,0.62931487896247,0.722725311315509,0.778331114535643,0.271445311627297,-1.36615931812918,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","gut",1,1,1,1.4,1,1,1.2,0.7,0.05792,0.17132,0.03188,0,408.459374871527,0.174123695223439,103.470740289907,1.59518199802775,0.666111173189411,1.0273947451827,0.2,-0.880496743210454,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","gut",1,1,1,1.4,1,1,1.2,0.7,0.4346,0.55036,0.39416,0.27336,216.758637392584,0.144814261299817,76.1304185982669,0.846521092567479,0.553987769241842,0.755923769340694,0.2,-1.03215513809183,NA,NA
"none","MSY-PA","GA","hr","all","one-way","gut",1,1,1,1.4,1,1,Inf,0,0.05784,0.213,0.02844,0,361.443178733258,0.199536930954899,106.076512879845,1.41156670037643,0.76332964908897,1.05326831155076,0.240532088525176,-1.97289718376405,NA,1.26753008331169
"none","MSY-PA","GA","hr","all","random","gut",1,1,1,1.4,1,1,Inf,0,0.50236,0.64496,0.4456,0.27536,161.141212962641,0.188922820848679,78.3871019287239,0.62931487896247,0.722725311315509,0.778331114535643,0.271445311627297,-5.86379931812918,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","gut",1,1,1,1.4,1,1,1.2,0.7,0.05792,0.17132,0.03188,0,408.459374871527,0.174123695223439,103.470740289907,1.59518199802775,0.666111173189411,1.0273947451827,0.2,-2.12832671278921,NA,1.30574996957875
"none","MSY-PA","GA_cond_cap","hr","all","random","gut",1,1,1,1.4,1,1,1.2,0.7,0.4346,0.55036,0.39416,0.27336,216.758637392584,0.144814261299817,76.1304185982669,0.846521092567479,0.553987769241842,0.755923769340694,0.2,-5.59755513809183,NA,5
"mult","MSY","GA","hr","all","one-way","gut",1,1,1,1.4,1,1.33,Inf,0,0.19664,0.4942,0.11132,0.01252,257.625219538424,0.26106721132249,107.63789354135,1.00611991724979,0.998714081918373,1.06877176965269,0.272599526670905,-0.544131213573389,1,NA
"mult","MSY","GA","hr","all","random","gut",1,1,1,1.4,1,0.79,Inf,0,0.33004,0.49752,0.272,0.12672,257.606317460257,0.208812314709525,92.2912705429631,1.00604609777918,0.798812681692013,0.916390141951309,0.248673177298717,-0.668369133126589,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","gut",1,1,1,1.4,1,1.53,1.2,0.7,0.26592,0.48832,0.18652,0.05372,260.932325053239,0.226592968239863,100.133355832357,1.01903536369895,0.866832671550197,0.994256765839611,0.2,-0.49069859785934,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","gut",1,1,1,1.4,1,0.91,1.2,0.7,0.37668,0.4984,0.33524,0.2226,257.026715583596,0.155986469884709,83.0512242049385,1.00378254224208,0.596727115877287,0.824642706624831,0.2,-0.755819835617247,1,NA
"mult","MSY-PA","GA","hr","all","one-way","gut",1,1,1,1.4,1,0.95,Inf,0,0.04864,0.1788,0.025,0,380.739186256942,0.189378841951167,105.003689056039,1.4869246079903,0.724469822602084,1.0426158937175,0.237284795016693,-0.783835025239077,1,0.0170097285145863
"mult","MSY-PA","GA","hr","all","random","gut",1,1,1,1.4,1,0.43,Inf,0,0.04772,0.13012,0.03004,0.00076,495.972317992069,0.138708108703967,90.5997949044511,1.93695177991664,0.530628648221144,0.899594928369744,0.222584113437602,-1.27069241452345,1,0.0107514495389456
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","gut",1,1,1,1.4,1,0.94,1.2,0.7,0.04972,0.14356,0.02844,0,430.099311331456,0.164819266530405,101.957199232008,1.67969379822869,0.630517029011497,1.01236630211612,0.2,-0.921177985375865,1,0.0291178850310575
"mult","MSY-PA","GA_cond_cap","hr","all","random","gut",1,1,1,1.4,1,0.44,1.2,0.7,0.04996,0.11524,0.03708,0.00444,536.311793996385,0.124156421253071,87.6427804797801,2.0944920639466,0.474961086219524,0.870233767206458,0.2,-1.45706426241022,1,0.032805965670081
"all","MSY","GA","hr","all","one-way","gut",0,3,1,0.7,1,1.26,Inf,0.46,0.17572,0.45596,0.09776,0.01168,269.903803272984,0.259077464460192,108.79238918914,1.05407223990319,0.991102294130993,1.08023513367765,0.120276899191624,-0.430304272772463,21,NA
"all","MSY","GA","hr","all","random","gut",0,2,1,1,1,0.8,Inf,0.18,0.30368,0.49972,0.23168,0.04464,256.211605976003,0.255153660433031,99.7259172439344,1.00059924360225,0.976091759806282,0.990211175138726,0.151299609523315,-0.465367677986844,20,NA
"all","MSY-PA","GA","hr","all","one-way","gut",0,2,1,1.6,1,1.01,Inf,0.2,0.04552,0.19912,0.02188,0,359.457126624334,0.20533749489381,109.455104806491,1.40381044659404,0.785519738987706,1.08681545330144,0.149364622534495,-0.643574510393805,20,0.00358398796383201
"all","MSY-PA","GA","hr","all","random","gut",0,2,1,1.1,1,0.42,Inf,0.58,0.04288,0.12024,0.02888,0,500.919824916983,0.14251218727733,92.0160866663981,1.95627358880944,0.545181172150501,0.913657751442169,0.131513884547349,-1.17508763482823,18,0.000957912913606409
"all","MSY-PA","GA_cond_cap","hr","all","one-way","gut",0,1,1,1.5,1,1.09,1.2,0.7,0.04556,0.17932,0.02356,0,377.917291740552,0.194559918533532,108.036023103955,1.47590408646526,0.744290060142037,1.07272492799848,0.2,-0.752285350842335,21,0.00365633637859626
"all","MSY-PA","GA_cond_cap","hr","all","random","gut",1,1,1,1.4,1,0.44,1.2,0.7,0.04996,0.11524,0.03708,0.00444,536.311793996385,0.124156421253071,87.6427804797801,2.0944920639466,0.474961086219524,0.870233767206458,0.2,-1.45706426241022,10,0.032805965670081
"none","MSY","GA","hr","all","one-way","whg",1,1,1,1.4,1,1,Inf,0,0.19136,0.30124,0.09592,0.03564,291.83355175553,0.284157781042259,202.024700869853,1.37916670020328,0.720957269758797,0.965845006797178,0.323139164471256,-0.927820857877362,NA,NA
"none","MSY","GA","hr","all","random","whg",1,1,1,1.4,1,1,Inf,0,0.60804,0.65876,0.54632,0.4428,57.7671437635795,0.102784639450677,74.1216482911565,0.272999867785336,0.260782346904947,0.354362726881151,0.341682789133378,-2.32236019446689,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","whg",1,1,1,1.4,1,1,1.2,0.7,0.14508,0.21392,0.07888,0.02308,383.826369495543,0.217915688724846,190.696638872786,1.81391256859876,0.552889663638343,0.911687509870084,0.2,-1.24730505872868,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","whg",1,1,1,1.4,1,1,1.2,0.7,0.51,0.54784,0.46536,0.3908,152.060100826682,0.102460154387872,97.2294689543879,0.718615889873396,0.259959072370289,0.464837204058694,0.2,-1.52654690606791,NA,NA
"none","MSY-PA","GA","hr","all","one-way","whg",1,1,1,1.4,1,1,Inf,0,0.19136,0.30124,0.09592,0.03564,291.83355175553,0.284157781042259,202.024700869853,1.37916670020328,0.720957269758797,0.965845006797178,0.323139164471256,-5.73646085787736,NA,5
"none","MSY-PA","GA","hr","all","random","whg",1,1,1,1.4,1,1,Inf,0,0.60804,0.65876,0.54632,0.4428,57.7671437635795,0.102784639450677,74.1216482911565,0.272999867785336,0.260782346904947,0.354362726881151,0.341682789133378,-6.71432019446689,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","whg",1,1,1,1.4,1,1,1.2,0.7,0.14508,0.21392,0.07888,0.02308,383.826369495543,0.217915688724846,190.696638872786,1.81391256859876,0.552889663638343,0.911687509870084,0.2,-6.10222505872868,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","random","whg",1,1,1,1.4,1,1,1.2,0.7,0.51,0.54784,0.46536,0.3908,152.060100826682,0.102460154387872,97.2294689543879,0.718615889873396,0.259959072370289,0.464837204058694,0.2,-6.01654690606791,NA,5
"mult","MSY","GA","hr","all","one-way","whg",1,1,1,1.4,1,1.2,Inf,0,0.37384,0.49628,0.241,0.11408,212.942799650694,0.306808515267077,189.895097547025,1.00633945809054,0.778426086712741,0.90785548000495,0.355053846111216,-0.827377824196802,1,NA
"mult","MSY","GA","hr","all","random","whg",1,1,1,1.4,1,0.78,Inf,0,0.4348,0.50096,0.36076,0.25944,210.585196619237,0.197647077039298,147.920181358584,0.995197738525651,0.501464702164419,0.707180695996963,0.312749294978396,-1.04517086045578,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","whg",1,1,1,1.4,1,1.4,1.2,0.7,0.42296,0.49424,0.33868,0.22508,215.125533098361,0.192938476058523,147.573794812052,1.01665476717112,0.48951816987158,0.705524682079115,0.2,-0.934090085092003,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","whg",1,1,1,1.4,1,0.91,1.2,0.7,0.45308,0.49692,0.4094,0.33412,214.592653255655,0.124218662509152,119.475723839771,1.01413644763641,0.315164157909753,0.571192684890847,0.2,-1.09602376274556,1,NA
"mult","MSY-PA","GA","hr","all","one-way","whg",1,1,1,1.4,1,0.73,Inf,0,0.04984,0.095,0.0182,0.0016,417.803562400441,0.216516288493851,191.372295027161,1.9744842805864,0.549339144042726,0.914917704594814,0.285490080064908,-1.37596396051455,1,0.0309073044580557
"mult","MSY-PA","GA","hr","all","random","whg",1,1,1,1.4,1,0.37,Inf,0,0.0488,0.08032,0.02644,0.00548,530.737263826972,0.158031222619747,158.670422354834,2.50819399080042,0.400952451059694,0.758575731076279,0.263036387439402,-2.03107584666072,1,0.0184211994971799
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","whg",1,1,1,1.4,1,0.71,1.2,0.7,0.05008,0.08132,0.022,0,500.725025383363,0.173299619365028,177.012213299713,2.36636012827505,0.439691005361098,0.84626464794413,0.2,-1.75491592621972,1,0.0348204458888104
"mult","MSY-PA","GA_cond_cap","hr","all","random","whg",1,1,1,1.4,1,0.36,1.2,0.7,0.05084,0.07108,0.03412,0.01364,605.553461871864,0.129415041562536,146.242779920542,2.86176543026865,0.328348267249355,0.699161331056181,0.2,-2.41335810364243,1,0.0507540044299636
"all","MSY","GA","hr","all","one-way","whg",0,3,1,0.9,1,1.2,Inf,0.25,0.36948,0.4976,0.22584,0.10116,212.411187794719,0.342353819232733,202.796716146586,1.00382713089312,0.868610649689796,0.969535877750051,0.168590309775676,-0.572361562918744,37,NA
"all","MSY","GA","hr","all","random","whg",0,2,1,1.4,1,0.83,Inf,0.21,0.40636,0.49892,0.29744,0.14464,212.350641623755,0.291517901368002,180.046157470579,1.00354099771098,0.739631163662673,0.860769408083436,0.210586327205168,-0.759717916832713,22,NA
"all","MSY-PA","GA","hr","all","one-way","whg",0,1,1,1.3,1,0.87,Inf,0,0.0492,0.11288,0.01396,0,356.767024670212,0.266642569117882,208.035319040296,1.68603369008079,0.676518158072575,0.994580728333658,0.302647551701308,-1.01658187925315,14,0.0224813658047059
"all","MSY-PA","GA","hr","all","random","whg",0,2,1,0.9,1,0.4,Inf,0.23,0.0472,0.08264,0.0214,0.00152,501.195949707404,0.180676488534869,171.905928009925,2.36858565423711,0.458407393969386,0.821852384843687,0.165136140591231,-1.72016341538552,19,0.00829400540087209
"all","MSY-PA","GA_cond_cap","hr","all","one-way","whg",1,1,1,1.4,1,0.71,1.2,0.7,0.05008,0.08132,0.022,0,500.725025383363,0.173299619365028,177.012213299713,2.36636012827505,0.439691005361098,0.84626464794413,0.2,-1.75491592621972,10,0.0348204458888104
"all","MSY-PA","GA_cond_cap","hr","all","random","whg",1,1,1,1.4,1,0.36,1.2,0.7,0.05084,0.07108,0.03412,0.01364,605.553461871864,0.129415041562536,146.242779920542,2.86176543026865,0.328348267249355,0.699161331056181,0.2,-2.41335810364243,10,0.0507540044299636
"none","MSY","GA","hr","all","one-way","bll",1,1,1,1.4,1,1,Inf,0,0.21484,0.35472,0.1492,0.0714,301.532032072648,0.28733997739285,136.36562645893,1.28125807769492,0.713137815365092,0.950249661294089,0.312207722057892,-0.858056138458721,NA,NA
"none","MSY","GA","hr","all","random","bll",1,1,1,1.4,1,1,Inf,0,0.69208,0.74736,0.65956,0.57404,0,0,0,0,0,0,0.337945516204792,-3.03002551620479,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","bll",1,1,1,1.4,1,1,1.2,0.7,0.19588,0.27644,0.156,0.0848,399.063575908877,0.193620023658229,120.193667148106,1.69568528634423,0.480537939535604,0.837557047644854,0.2,-1.25400823869938,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","bll",1,1,1,1.4,1,1,1.2,0.7,0.5866,0.63028,0.56228,0.49288,3.23210340996998,0.0152485753604916,5.50831066411953,0.0137337269725678,0.0378448408699623,0.0383840890025072,0.2,-2.73448218402492,NA,NA
"none","MSY-PA","GA","hr","all","one-way","bll",1,1,1,1.4,1,1,Inf,0,0.21484,0.35472,0.1492,0.0714,301.532032072648,0.28733997739285,136.36562645893,1.28125807769492,0.713137815365092,0.950249661294089,0.312207722057892,-5.64321613845872,NA,5
"none","MSY-PA","GA","hr","all","random","bll",1,1,1,1.4,1,1,Inf,0,0.69208,0.74736,0.65956,0.57404,0,0,0,0,0,0,0.337945516204792,-7.33794551620479,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","one-way","bll",1,1,1,1.4,1,1,1.2,0.7,0.19588,0.27644,0.156,0.0848,399.063575908877,0.193620023658229,120.193667148106,1.69568528634423,0.480537939535604,0.837557047644854,0.2,-6.05812823869938,NA,5
"none","MSY-PA","GA_cond_cap","hr","all","random","bll",1,1,1,1.4,1,1,1.2,0.7,0.5866,0.63028,0.56228,0.49288,3.23210340996998,0.0152485753604916,5.50831066411953,0.0137337269725678,0.0378448408699623,0.0383840890025072,0.2,-7.14788218402493,NA,5
"mult","MSY","GA","hr","all","one-way","bll",1,1,1,1.4,1,1.11,Inf,0,0.3156,0.46196,0.23984,0.13656,253.568255155066,0.289178940853945,127.350866422905,1.07745227905392,0.717701866622703,0.887431245148288,0.331072893258945,-0.836693927164575,1,NA
"mult","MSY","GA","hr","all","random","bll",1,1,1,1.4,1,0.61,Inf,0,0.4082,0.4928,0.36536,0.28268,241.130740223025,0.181718374358525,98.4076469537717,1.02460327868871,0.45099970313062,0.685743435606433,0.293283336568678,-1.04034317965096,1,NA
"mult","MSY","GA_cond_cap","hr","all","one-way","bll",1,1,1,1.4,1,1.33,1.2,0.7,0.4184,0.49508,0.37356,0.27164,239.80703645411,0.138102331753577,79.9291517606738,1.0189786485798,0.342750758377494,0.556977966958407,0.2,-1.08040068162139,1,NA
"mult","MSY","GA_cond_cap","hr","all","random","bll",1,1,1,1.4,1,0.73,1.2,0.7,0.45152,0.50164,0.42684,0.36176,233.704549629234,0.100064440823438,72.6839816454489,0.993048201042753,0.248346009392886,0.506490753818341,0.2,-1.15198104513891,1,NA
"mult","MSY-PA","GA","hr","all","one-way","bll",1,1,1,1.4,1,0.68,Inf,0,0.04752,0.10724,0.02548,0.0026,445.616701284095,0.216994163202769,134.819123315716,1.89349699980946,0.538549299326456,0.939473015256597,0.269649133284853,-1.23340342276315,1,0.00973030492542776
"mult","MSY-PA","GA","hr","all","random","bll",1,1,1,1.4,1,0.27,Inf,0,0.04648,0.08716,0.03152,0.00784,565.033020069222,0.151894409586421,110.552340271132,2.40091613534984,0.37698077518303,0.770372465744159,0.248723421175384,-1.88505652536911,1,0.00578943458804806
"mult","MSY-PA","GA_cond_cap","hr","all","one-way","bll",1,1,1,1.4,1,0.56,1.2,0.7,0.05172,0.07748,0.03744,0.01064,586.285032396404,0.147184525877365,114.993465343191,2.49121935214013,0.365291499609977,0.801319983128673,0.2,-1.9682658093417,1,0.0783664403302427
"mult","MSY-PA","GA_cond_cap","hr","all","random","bll",1,1,1,1.4,1,0.21,1.2,0.7,0.05232,0.0696,0.04372,0.02452,698.531380946549,0.100343368153016,89.2439272811437,2.96817213152836,0.24903826818773,0.621887009751701,0.2,-2.651491856879,1,0.105206735102341
"all","MSY","GA","hr","all","one-way","bll",0,2,1,1,1,1.25,Inf,0.3,0.29384,0.4966,0.181,0.06196,236.525034529513,0.376585809673651,143.579598648809,1.00503289479704,0.934633544712058,1.00051947494161,0.229908405685922,-0.529300775424571,32,NA
"all","MSY","GA","hr","all","random","bll",0,1,1,0.7,1,0.72,Inf,0.01,0.34188,0.49808,0.2404,0.01648,236.294731245046,0.379275414004812,132.743110231295,1.00405429911845,0.941308768167993,0.925006534358583,0.329796106820552,-0.750723871580419,26,NA
"all","MSY-PA","GA","hr","all","one-way","bll",0,1,1,1.1,1,0.83,Inf,0.16,0.04764,0.1426,0.02096,0,380.717556176585,0.270844962435706,145.29155948557,1.6177300992486,0.672199484967477,1.01244909567907,0.282612695129699,-0.923122640257596,24,0.0103307502002274
"all","MSY-PA","GA","hr","all","random","bll",0,1,1,0.8,1,0.33,Inf,0.17,0.04568,0.1098,0.02332,0,494.649152313612,0.19720552560436,123.532634084114,2.10184376654903,0.489436656129275,0.860824290882058,0.260644079036091,-1.50554581074442,38,0.00388225604135421
"all","MSY-PA","GA_cond_cap","hr","all","one-way","bll",1,1,1,1.4,1,0.56,1.2,0.7,0.05172,0.07748,0.03744,0.01064,586.285032396404,0.147184525877365,114.993465343191,2.49121935214013,0.365291499609977,0.801319983128673,0.2,-1.9682658093417,10,0.0783664403302427
"all","MSY-PA","GA_cond_cap","hr","all","random","bll",0,1,1,1.3,1,0.33,1.2,0.7,0.04904,0.09176,0.03412,0.00684,565.759519698057,0.160893968929755,115.653211056342,2.40400314906274,0.399316428396295,0.805917352397908,0.2,-1.81884588948283,18,0.0207600928180032
"none","MSY","GA","hr","all","one-way","lem",1,1,1,1.4,1,1,Inf,0,0.08156,0.23172,0.0442,0.00152,361.688447219333,0.222351279046099,149.276269158939,1.44799994060364,0.741380613546372,1.03669008890539,0.254390538246154,-0.820640567755184,NA,NA
"none","MSY","GA","hr","all","random","lem",1,1,1,1.4,1,1,Inf,0,0.50752,0.62008,0.45592,0.30336,157.587688007805,0.187180631071046,105.63805547712,0.630893700447086,0.624111953404498,0.733632517354558,0.268595238068044,-1.4115890202664,NA,NA
"none","MSY","GA_cond_cap","hr","all","one-way","lem",1,1,1,1.4,1,1,1.2,0.7,0.07604,0.18368,0.04372,0.00184,417.158001941633,0.18844718158434,143.200560690956,1.67006927281676,0.628334982840901,0.994495661168664,0.2,-0.951613611648099,NA,NA
"none","MSY","GA_cond_cap","hr","all","random","lem",1,1,1,1.4,1,1,1.2,0.7,0.44232,0.53988,0.40368,0.29192,213.95361485952,0.152694471835561,105.89473102264,0.856551609514493,0.509125567886288,0.735415071243428,0.2,-1.05035331924208,NA,NA
